Secuencial,Fecha de Análisis,Departamento,Municipio,Cultivo,Estado,Tiempo de establecimiento,Topografia,Drenaje,Riego,Fertilizantes aplicados,pH agua:suelo,Materia organica,Fósforo Bray II,Azufre Fosfato monocalcico,Acidez Intercambiable,Aluminio intercambiable,Calcio intercambiable,Magnesio intercambiable,Potasio intercambiable,Sodio intercambiable,capacidad de intercambio cationico,Conductividad electrica,Hierro disponible olsen,Cobre disponible,Manganeso disponible Olsen,Zinc disponible Olsen,Boro disponible,Hierro disponible doble acido,Cobre disponible doble acido,Manganeso disponible doble acido,Zinc disponible doble  acido,_depto_norm,_cultivo_norm
90.176,17/06/2025,CESAR,EL PASO,Yuca,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Goteo,No indica,5.14,0.64,3.03,2.38,1.54,1.24,1.54,0.29,,0.15,3.58,0.07,70.73,,4.64,,0.04,,,,,CESAR,Yuca
90.193,27/06/2025,CESAR,EL PASO,Yuca,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Goteo,No indica,5.59,0.59,12.89,3.82,,,1.2,0.3,,,1.63,0.07,69.55,,3.59,,0.04,,,,,CESAR,Yuca
90.211,20/06/2025,CÓRDOBA,LOS CÓRDOBAS,Cacao,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No Tiene,"GLIFOSOL, SAL DE AMONIO",6.48,1.22,2.27,9.8,,,15.17,9.75,0.42,0.24,25.58,0.28,80.28,4.09,2.34,1.56,0.13,,,,,CORDOBA,Cacao
90.212,20/06/2025,CESAR,LA JAGUA DE IBIRICO,Cacao,ESTABLECIDO,de 5 a 10 años,Ligeramente ondulado,Buen drenaje,Goteo,"DAP, COZIBON",5.23,1.48,3.35,3.92,1.12,0.82,1.86,0.55,0.12,,3.72,0.16,146.2,,8.37,,0.02,,,,,CESAR,Cacao
90.213,27/06/2025,MAGDALENA,PIVIJAY,Palma de Coco,ESTABLECIDO,De 0 a 1 año,Plano,Regular drenaje,Gravedad,No indica,6.07,1.34,2.69,7.53,,,10.25,6.2,0.36,0.8,17.61,0.17,238.44,3.95,28.96,2.94,0.04,,,,,MAGDALENA,Palma
90.214,27/06/2025,MAGDALENA,SANTA MARTA,Frijol,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Aspersión,NO,6.72,3.07,26.11,4.57,,,6.83,1.54,0.11,,8.6,0.15,18.73,,1.74,,0.14,,,,,MAGDALENA,Frijol
90.251,8/07/2025,BOLÍVAR,ALTOS DEL ROSARIO,Forestales,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,7.42,1.66,,14.9,,,13.38,2.41,0.27,,16.16,0.29,50.47,2.74,1.06,4.51,0.1,,,,,BOLIVAR,
90.252,8/07/2025,BOLÍVAR,ALTOS DEL ROSARIO,Forestales,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,5.5,1.72,3.89,2.38,,,2.77,0.79,0.12,,3.79,0.13,40.9,,16.14,,0.06,,,,,BOLIVAR,
90.294,8/07/2025,CÓRDOBA,LOS CÓRDOBAS,Cacao,ESTABLECIDO,De 0 a 1 año,Pendiente moderada,No indica,No indica,No indica,6.92,2.17,44.66,2.36,,,21.03,4.76,1.71,0.14,27.64,0.2,23.76,2.69,4.02,,0.36,,,,,CORDOBA,Cacao
90.295,8/07/2025,CÓRDOBA,LOS CÓRDOBAS,Plátano,ESTABLECIDO,mas de 10 años,Pendiente moderada,Buen drenaje,No indica,No indica,7.2,2.17,27.0,2.75,,,27.43,8.16,1.68,0.2,37.47,0.17,16.25,2.44,2.46,,0.48,,,,,CORDOBA,Plátano
90.296,8/07/2025,CÓRDOBA,LOS CÓRDOBAS,Cacao,ESTABLECIDO,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,6.52,1.84,,7.13,,,20.58,16.58,0.82,0.36,38.34,0.2,52.86,5.61,2.44,2.0,0.5,,,,,CORDOBA,Cacao
90.297,8/07/2025,CÓRDOBA,LOS CÓRDOBAS,Plátano,ESTABLECIDO,de 5 a 10 años,Plano,Buen drenaje,No indica,No indica,6.86,1.84,28.24,3.96,,,19.27,8.03,1.1,0.16,28.56,0.33,46.16,2.45,1.3,1.57,0.43,,,,,CORDOBA,Plátano
90.303,8/07/2025,BOLÍVAR,ALTOS DEL ROSARIO,Forestales,Por establecer,De 0 a 1 año,No indica,Regular drenaje,No indica,No indica,7.48,1.59,54.4,28.18,,,13.35,2.7,0.18,0.16,16.39,0.39,56.48,4.28,2.69,5.85,0.3,,,,,BOLIVAR,
90.304,8/07/2025,BOLÍVAR,ALTOS DEL ROSARIO,Forestales,Por establecer,De 0 a 1 año,No indica,Regular drenaje,No indica,No indica,6.61,1.29,41.64,17.31,,,10.48,2.67,0.16,0.18,13.49,0.19,60.17,3.0,2.77,5.09,0.25,,,,,BOLIVAR,
90.309,8/07/2025,CÓRDOBA,SAN JOSÉ DE URÉ,Caucho,ESTABLECIDO,mas de 10 años,Ligeramente ondulado,No indica,No indica,No indica,4.89,2.72,1.68,8.31,2.19,1.94,0.49,0.47,,,3.31,0.1,144.1,1.11,18.27,1.21,0.17,,,,,CORDOBA,
90.319,2/07/2025,BOLÍVAR,ALTOS DEL ROSARIO,Forestales,Por establecer,De 0 a 1 año,No indica,Regular drenaje,No indica,No indica,6.91,1.47,49.11,12.77,,,10.41,3.1,0.23,0.24,13.98,0.23,80.03,4.22,5.07,5.04,0.27,,,,,BOLIVAR,
90.321,2/07/2025,CÓRDOBA,PUERTO LIBERTADOR,Cacao,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,5.61,1.33,2.47,2.55,,,3.42,1.25,,,4.81,0.06,47.72,5.68,25.89,,0.11,,,,,CORDOBA,Cacao
90.336,1/07/2025,SUCRE,SINCELEJO,Cacao,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,4.88,1.64,1.93,1.48,1.46,1.17,0.55,0.26,,,2.4,0.07,171.58,,1.9,,0.26,,,,,SUCRE,Cacao
90.337,1/07/2025,SUCRE,SINCELEJO,Cacao,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,4.91,1.6,,1.66,1.14,0.92,0.44,0.26,,,1.96,0.06,164.62,1.01,4.16,,0.24,,,,,SUCRE,Cacao
90.338,1/07/2025,CÓRDOBA,PUERTO LIBERTADOR,Cacao,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,5.68,1.9,5.13,,,,3.09,0.63,0.09,,3.92,0.1,64.4,3.38,30.33,,0.13,,,,,CORDOBA,Cacao
90.371,8/07/2025,CESAR,PUEBLO BELLO,Cacao,ESTABLECIDO,de 5 a 10 años,Pendiente moderada,Buen drenaje,Aspersión,NPK- MG- S,5.55,2.84,3.7,2.6,,,1.48,0.58,0.17,,2.31,0.06,68.24,,2.23,,0.12,,,,,CESAR,Cacao
90.375,4/07/2025,CESAR,VALLEDUPAR,Leucaena,Por establecer,De 0 a 1 año,Plano,No indica,No indica,No indica,8.67,0.48,2.24,7.1,,,8.58,2.66,0.3,0.77,12.31,0.45,16.86,1.15,1.78,,0.23,,,,,CESAR,
90.386,4/07/2025,CESAR,CHIMICHAGUA,Maíz,No indica,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,6.33,1.62,1.58,6.53,,,4.28,1.69,0.15,,6.17,0.15,49.54,,3.64,1.38,0.47,,,,,CESAR,Maíz
90.404,27/05/2025,LA GUAJIRA,FONSECA,Cacao,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,Aspersión,No indica,8.04,3.03,24.39,16.57,,,31.41,3.5,0.47,0.15,35.53,0.72,23.61,,1.32,,0.8,,,,,LA GUAJIRA,Cacao
90.408,27/05/2025,BOLÍVAR,MORALES,Cacao,ESTABLECIDO,de 1 a 5 años,Ligeramente ondulado,Muy buen drenaje,No indica,No indica,6.24,2.95,,3.7,,,7.23,3.29,0.49,,11.12,0.2,76.47,1.78,10.34,2.15,0.24,,,,,BOLIVAR,Cacao
90.409,27/05/2025,BOLÍVAR,MORALES,Cacao,ESTABLECIDO,de 5 a 10 años,Ligeramente ondulado,Muy buen drenaje,No indica,No indica,6.21,2.83,,3.18,,,5.23,3.43,0.4,,9.16,0.2,64.04,2.16,14.18,4.95,0.29,,,,,BOLIVAR,Cacao
90.41,27/05/2025,BOLÍVAR,MORALES,Cacao,ESTABLECIDO,de 5 a 10 años,Ligeramente ondulado,Muy buen drenaje,No indica,No indica,6.36,3.24,,3.16,,,6.74,1.84,0.39,,9.08,0.18,40.96,,5.02,,0.35,,,,,BOLIVAR,Cacao
90.421,23/05/2025,CESAR,TAMALAMEQUE,Mango,ESTABLECIDO,de 5 a 10 años,Plano,Buen drenaje,Goteo,No indica,5.14,1.28,3.09,5.52,0.6,0.45,0.51,0.26,0.09,,1.49,0.1,123.31,1.37,17.48,,0.23,,,,,CESAR,
90.422,23/05/2025,CESAR,TAMALAMEQUE,Mango,ESTABLECIDO,de 5 a 10 años,Plano,Buen drenaje,Goteo,No indica,5.05,1.21,1.65,3.86,0.58,0.4,0.47,0.17,,,1.38,0.1,93.42,,30.14,,0.27,,,,,CESAR,
90.425,23/05/2025,MAGDALENA,ARIGUANÍ,Maíz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,6.78,2.5,15.9,13.19,,,17.54,14.39,0.61,1.31,33.85,0.24,32.89,1.63,3.92,1.46,0.39,,,,,MAGDALENA,Maíz
90.434,26/05/2025,CÓRDOBA,TUCHÍN,Cacao,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,6.54,1.28,7.6,6.98,,,13.43,11.02,1.26,0.36,26.07,0.19,49.39,2.9,2.26,,0.26,,,,,CORDOBA,Cacao
90.435,26/05/2025,LA GUAJIRA,ALBANIA,Patilla,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Por Inundación,No indica,8.58,2.29,,13.0,,,28.98,2.24,0.58,0.14,31.94,0.64,23.55,2.06,2.51,,0.97,,,,,LA GUAJIRA,
90.437,27/05/2025,MAGDALENA,CHIVOLO,Batata,Por establecer,De 0 a 1 año,Plano,Regular drenaje,Goteo,No indica,6.26,2.98,7.75,29.68,,,20.4,16.43,0.47,1.33,38.63,0.52,55.63,1.13,4.38,2.48,0.4,,,,,MAGDALENA,
90.442,27/05/2025,CÓRDOBA,TIERRALTA,Cacao,ESTABLECIDO,de 5 a 10 años,Plano,Buen drenaje,No indica,No indica,5.35,1.03,14.87,5.6,0.3,0.25,7.88,4.49,0.46,0.17,13.3,0.4,,,,,0.15,,,,,CORDOBA,Cacao
90.443,27/05/2025,CESAR,PUEBLO BELLO,Cacao,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,5.33,1.79,2.14,2.42,2.64,2.42,0.65,0.53,0.16,,4.07,0.07,46.79,,5.22,,0.05,,,,,CESAR,Cacao
90.45,27/05/2025,BOLÍVAR,SAN JUAN NEPOMUCENO,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,6.21,2.26,2.93,4.45,,,16.68,5.0,0.23,0.14,22.05,0.21,51.84,5.49,3.76,1.22,0.31,,,,,BOLIVAR,Ñame
90.451,28/05/2025,BOLÍVAR,SAN JUAN NEPOMUCENO,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,7.05,1.74,2.14,4.32,,,20.11,11.85,0.17,0.36,32.49,0.18,8.84,1.78,1.86,,0.3,,,,,BOLIVAR,Ñame
90.452,28/05/2025,BOLÍVAR,SAN JUAN NEPOMUCENO,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,7.36,1.24,3.48,8.57,,,22.28,10.86,0.29,0.33,33.76,0.41,6.97,1.79,,,0.37,,,,,BOLIVAR,Ñame
90.453,28/05/2025,BOLÍVAR,SAN JUAN NEPOMUCENO,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,6.89,2.21,13.06,23.88,,,22.6,13.86,0.76,0.91,38.13,0.68,10.61,2.14,1.69,,0.47,,,,,BOLIVAR,Ñame
90.454,28/05/2025,BOLÍVAR,SAN JUAN NEPOMUCENO,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,6.74,1.74,1.75,6.46,,,13.17,8.52,0.15,0.14,21.98,0.22,12.32,2.25,5.09,,0.42,,,,,BOLIVAR,Ñame
90.466,27/05/2025,CÓRDOBA,TUCHÍN,Pasto,No indica,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,6.22,1.02,1.51,4.39,,,10.77,9.36,0.12,0.49,20.74,0.11,50.16,2.45,6.87,,0.1,,,,,CORDOBA,
90.469,27/05/2025,CESAR,AGUACHICA,Aguacate,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,7.55,4.76,11.19,4.85,,,14.24,1.94,1.1,,17.39,0.48,29.46,,3.77,1.98,0.49,,,,,CESAR,
90.472,27/05/2025,CESAR,AGUSTÍN CODAZZI,Pasto,ESTABLECIDO,de 1 a 5 años,Plano,Regular drenaje,Aspersión,No indica,7.47,1.66,15.34,6.17,,,8.97,2.06,0.2,0.54,11.77,0.26,35.1,1.38,1.16,,0.34,,,,,CESAR,
90.474,27/05/2025,CESAR,BOSCONIA,Pasto,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,6.3,2.72,3.89,20.04,,,13.34,9.42,0.27,1.6,24.63,0.57,65.04,1.08,10.36,1.21,0.24,,,,,CESAR,
90.475,27/05/2025,LA GUAJIRA,DIBULLA,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,5.25,1.67,25.47,112.19,0.09,0.0,4.53,2.41,0.09,4.69,11.81,6.54,139.03,1.12,13.13,1.94,0.21,,,,,LA GUAJIRA,
90.476,27/05/2025,LA GUAJIRA,DIBULLA,Pasto,Por establecer,De 0 a 1 año,Plano,No indica,No indica,No indica,6.86,0.64,20.08,4.28,,,5.06,1.75,,0.21,7.07,0.41,25.35,,2.25,,,,,,,LA GUAJIRA,
90.477,27/05/2025,CESAR,BOSCONIA,Pasto,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,6.33,2.95,4.66,13.42,,,11.79,8.82,0.33,1.37,22.31,0.32,80.37,1.85,17.01,1.32,0.09,,,,,CESAR,
90.478,27/05/2025,CESAR,BOSCONIA,Pasto,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,6.11,2.55,7.46,4.73,,,12.05,9.56,0.25,1.48,23.34,0.25,69.99,1.56,10.99,,0.11,,,,,CESAR,
90.486,15/05/2025,CESAR,EL PASO,Cacao,No indica,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,5.39,0.48,3.36,2.4,0.56,0.46,5.19,1.37,,,7.25,0.07,103.23,,1.17,,0.07,,,,,CESAR,Cacao
90.49,15/05/2025,CÓRDOBA,SAN CARLOS,Cacao,ESTABLECIDO,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,CAL DOLOMITA,5.85,0.86,3.05,4.26,,,1.47,0.43,,,2.08,0.12,194.85,1.74,3.25,,0.13,,,,,CORDOBA,Cacao
90.558,20/05/2025,CÓRDOBA,LOS CÓRDOBAS,Cacao,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,6.62,1.71,11.85,5.24,,,11.47,8.05,0.33,0.24,20.09,0.16,85.36,1.84,2.35,1.02,0.28,,,,,CORDOBA,Cacao
90.561,20/05/2025,SUCRE,SAMPUÉS,Batata,Por establecer,De 0 a 1 año,Ligeramente ondulado,Regular drenaje,No Indica,No indica,7.0,1.78,4.39,5.87,,,26.67,12.16,0.59,0.21,39.63,0.16,12.84,,2.63,,0.35,,,,,SUCRE,
90.575,6/06/2025,CÓRDOBA,MONTERÍA,Pasto,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,7.15,2.19,33.51,5.11,,,12.56,10.84,0.86,0.56,24.82,0.22,39.82,2.84,1.39,1.65,0.37,,,,,CORDOBA,
90.687,28/05/2025,ATLÁNTICO,SANTA LUCÍA,Maíz,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,8.19,1.16,30.56,22.68,,,11.69,2.65,0.29,0.18,14.81,0.51,18.47,1.9,1.65,,0.46,,,,,ATLANTICO,Maíz
90.689,9/06/2025,LA GUAJIRA,SAN JUAN DEL CESAR,Patilla,No indica,De 0 a 1 año,No indica,No indica,No indica,No indica,8.04,2.83,74.47,,,,28.9,2.24,0.88,0.27,32.29,,16.78,2.95,1.68,,,,,,,LA GUAJIRA,
90.7,30/05/2025,LA GUAJIRA,FONSECA,Melón,No indica,De 0 a 1 año,Plano,Regular drenaje,Aspersión,No indica,7.53,2.21,35.93,278.42,,,13.59,2.55,0.43,2.08,18.65,2.41,16.3,1.76,1.75,,1.21,,,,,LA GUAJIRA,
90.718,6/06/2025,MAGDALENA,CIÉNAGA,Cacao,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,UREA Y TRIPLE 15,6.9,2.05,2.71,2.36,,,8.5,1.72,0.21,0.16,10.59,0.15,26.2,,3.65,1.5,,,,,,MAGDALENA,Cacao
90.745,5/06/2025,LA GUAJIRA,FONSECA,Palma de Coco,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,7.52,2.79,95.57,1355.74,,,37.32,6.57,0.42,12.8,57.11,,33.3,2.13,5.43,,1.59,,,,,LA GUAJIRA,Palma
90.746,16/06/2025,LA GUAJIRA,FONSECA,Banano,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,8.67,1.57,101.76,1794.88,,,78.96,2.95,0.44,28.06,110.41,,19.4,1.52,4.74,,2.6,,,,,LA GUAJIRA,
90.753,14/08/2025,BOLÍVAR,CLEMENCIA,Batata,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,7.43,2.45,7.51,13.19,,,52.51,7.81,0.77,0.85,61.94,0.71,18.75,1.36,1.12,,0.18,,,,,BOLIVAR,
90.85,8/08/2025,BOLÍVAR,EL CARMEN DE BOLÍVAR,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,6.7,2.34,3.47,6.38,,,20.26,8.22,0.29,,28.9,0.23,17.37,2.11,3.53,,0.14,,,,,BOLIVAR,Ñame
90.851,8/08/2025,BOLÍVAR,EL CARMEN DE BOLÍVAR,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,6.89,1.81,4.1,5.4,,,33.16,6.09,0.52,0.15,39.92,0.26,,,,,0.25,,,,,BOLIVAR,Ñame
90.852,8/08/2025,BOLÍVAR,EL CARMEN DE BOLÍVAR,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,6.52,1.45,5.8,7.2,,,26.18,8.5,0.34,0.14,35.16,0.22,7.06,,3.84,,0.02,,,,,BOLIVAR,Ñame
90.853,8/08/2025,BOLÍVAR,EL CARMEN DE BOLÍVAR,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,6.37,2.26,,4.95,,,24.78,9.03,0.33,,34.26,0.14,17.76,2.94,5.47,,0.08,,,,,BOLIVAR,Ñame
90.854,8/08/2025,BOLÍVAR,EL CARMEN DE BOLÍVAR,Ñame,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,7.09,2.43,2.93,5.85,,,36.28,5.87,0.59,0.14,42.88,0.26,5.53,2.61,1.55,1.31,0.33,,,,,BOLIVAR,Ñame
90.89,8/08/2025,LA GUAJIRA,DISTRACCIÓN,Pasto,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,6.62,2.97,17.38,234.98,,,12.05,5.84,0.64,2.89,21.42,2.74,141.74,2.19,21.94,2.69,,,,,,LA GUAJIRA,
90.892,8/08/2025,BOLÍVAR,MARÍA LA BAJA,Maracuyá,ESTABLECIDO,de 1 a 5 años,Plano,Regular drenaje,No indica,No indica,6.22,2.0,12.13,3.69,,,13.1,4.77,0.26,0.16,18.29,0.2,103.21,4.41,4.14,1.38,0.2,,,,,BOLIVAR,
90.899,8/08/2025,CÓRDOBA,SAN PELAYO,Aji,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Aspersión,Si,6.75,2.71,7.37,7.17,,,10.17,8.05,0.53,0.24,18.99,0.2,152.81,6.86,1.31,1.57,0.47,,,,,CORDOBA,
90.908,8/08/2025,CESAR,AGUSTÍN CODAZZI,Cacao,Por establecer,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,4.5,2.65,4.47,4.08,4.19,3.49,1.48,0.79,0.23,,6.78,0.31,238.76,1.25,11.41,1.03,0.2,,,,,CESAR,Cacao
90.976,4/09/2025,BOLÍVAR,MAGANGUÉ,Palma de Coco,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,5.43,1.4,4.21,2.12,0.46,0.42,0.65,0.23,,,1.38,0.06,69.71,,4.03,,0.16,,,,,BOLIVAR,Palma
90.977,4/09/2025,CÓRDOBA,MONTERÍA,Arroz,Por establecer,De 0 a 1 año,Plano,Regular drenaje,Gravedad,No indica,6.66,2.45,20.85,5.68,,,10.6,5.49,0.56,0.15,16.8,0.36,88.58,7.09,2.01,2.01,0.48,,,,,CORDOBA,Arroz
90.999,4/09/2025,CÓRDOBA,MONTERÍA,Pasto,ESTABLECIDO,mas de 10 años,Plano,Buen drenaje,No indica,No indica,7.07,2.81,13.25,9.46,,,12.61,7.85,0.68,0.32,21.46,0.29,74.41,4.8,,,0.43,,,,,CORDOBA,
91.002,2/09/2025,CÓRDOBA,SAN BERNARDO DEL VIENTO,Palma de Coco,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,No Tiene,NO,6.65,2.19,1.86,2.39,,,11.8,9.4,0.31,2.05,23.56,0.26,81.41,3.27,7.35,1.58,0.4,,,,,CORDOBA,Palma
91.003,2/09/2025,CÓRDOBA,SAN BERNARDO DEL VIENTO,Palma de Coco,Por establecer,De 0 a 1 año,Moderadamente ondulado,Buen drenaje,Aspersión - Goteo,NO,6.18,2.16,2.02,2.24,,,15.52,13.3,0.45,0.98,30.25,0.14,53.2,2.28,7.64,,0.41,,,,,CORDOBA,Palma
91.01,20/08/2025,BOLÍVAR,ARJONA,Yuca,Por establecer,De 0 a 1 año,Pendiente leve,Regular drenaje,Aspersión,No indica,7.93,1.66,83.33,10.23,,,19.02,3.25,0.74,0.2,23.21,0.57,8.52,1.32,,,1.01,,,,,BOLIVAR,Yuca
91.016,21/08/2025,LA GUAJIRA,RIOHACHA,Mango,Por establecer,De 0 a 1 año,No indica,Buen drenaje,Goteo,No indica,7.22,1.88,39.04,5.0,,,10.06,2.3,0.41,0.26,13.03,0.21,21.95,2.99,,1.96,0.85,,,,,LA GUAJIRA,
91.042,21/08/2025,LA GUAJIRA,BARRANCAS,Mango,Por establecer,De 0 a 1 año,Plano,Buen drenaje,No indica,No indica,8.63,3.69,2.66,,,,47.17,4.06,0.5,1.9,53.63,,10.51,,1.22,,,,,,,LA GUAJIRA,
91.061,22/08/2025,CESAR,LA JAGUA DE IBIRICO,Guayaba,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Goteo,No indica,5.13,1.88,2.65,3.13,0.57,0.53,0.59,0.17,,,1.41,0.1,71.12,,1.17,,0.14,,,,,CESAR,
91.062,22/08/2025,CESAR,CURUMANÍ,Maíz,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,6.11,0.74,3.82,2.55,,,5.05,1.44,0.11,,6.69,0.07,78.34,1.99,6.91,1.33,0.16,,,,,CESAR,Maíz
91.068,22/08/2025,LA GUAJIRA,FONSECA,Cacao,Por establecer,De 0 a 1 año,Ligeramente ondulado,Regular drenaje,No indica,No indica,6.64,3.05,4.53,2.99,,,7.32,1.82,0.17,,9.36,0.26,29.13,,2.49,,0.31,,,,,LA GUAJIRA,Cacao
91.077,22/08/2025,CESAR,SAN DIEGO,Mezcla de Pastos,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,7.72,2.16,23.98,10.53,,,23.59,3.9,0.67,,28.25,0.44,9.14,1.99,5.32,,0.62,,,,,CESAR,
91.079,22/08/2025,CESAR,SAN DIEGO,Mezcla de Pastos,Por establecer,De 0 a 1 año,Plano,Regular drenaje,No indica,No indica,7.47,1.81,33.19,6.46,,,9.67,3.75,0.6,,14.11,0.2,17.06,1.71,4.02,,0.76,,,,,CESAR,
91.08,22/08/2025,SUCRE,PALMITO,Yuca,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,5.82,1.52,,5.84,,,6.15,2.96,0.17,0.2,9.48,0.19,72.01,2.6,13.69,1.4,0.29,,,,,SUCRE,Yuca
91.097,6/08/2025,SUCRE,PALMITO,Yuca,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,5.76,1.41,1.59,7.32,,,6.25,3.11,0.16,0.2,9.72,0.2,73.05,2.53,13.49,1.4,0.37,,,,,SUCRE,Yuca
91.098,6/08/2025,SUCRE,PALMITO,Yuca,Por establecer,De 0 a 1 año,Pendiente moderada,Regular drenaje,No indica,No indica,5.45,2.03,1.53,8.38,0.1,0.0,8.24,3.03,0.27,0.37,12.01,0.81,79.1,2.44,12.22,1.92,0.47,,,,,SUCRE,Yuca
91.106,16/07/2025,SUCRE,OVEJAS,Pasto,ESTABLECIDO,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No Tiene,No indica,7.9,4.97,,9.37,,,66.21,3.36,0.89,0.2,70.66,0.63,21.67,1.8,1.11,1.07,0.65,,,,,SUCRE,
91.107,16/07/2025,SUCRE,OVEJAS,Pasto,ESTABLECIDO,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No Tiene,No indica,8.05,5.65,6.55,9.11,,,72.28,3.1,0.83,,76.34,0.69,5.92,,,,0.68,,,,,SUCRE,
91.108,15/07/2025,SUCRE,OVEJAS,Pasto,ESTABLECIDO,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No Tiene,No indica,7.5,7.5,3.68,5.08,,,66.08,5.18,0.72,0.15,72.13,0.32,5.54,,1.49,,0.81,,,,,SUCRE,
91.24,14/07/2025,LA GUAJIRA,FONSECA,Arroz,Por establecer,De 0 a 1 año,Pendiente leve,Buen drenaje,Gravedad,No indica,6.04,1.66,9.92,13.93,,,6.84,1.75,0.19,0.32,9.1,0.24,77.3,1.92,10.93,1.9,0.08,,,,,LA GUAJIRA,Arroz
91.251,14/07/2025,CÓRDOBA,MONTERÍA,Pasto,Por establecer,De 0 a 1 año,Ligeramente ondulado,Buen drenaje,No indica,No indica,6.64,4.64,2.78,4.65,,,20.54,5.98,0.46,0.16,27.14,0.15,72.28,2.16,2.45,1.75,0.43,,,,,CORDOBA,
91.253,11/07/2025,CÓRDOBA,MONTERÍA,Pasto,ESTABLECIDO,mas de 10 años,Plano,Regular drenaje,No indica,NPK,6.35,5.24,3.14,2.26,,,9.53,7.14,0.33,0.17,17.17,0.12,133.75,6.03,4.59,1.74,0.35,,,,,CORDOBA,
91.283,30/07/2025,CESAR,PAILITAS,Cacao,ESTABLECIDO,De 0 a 1 año,Pendiente moderada,Buen drenaje,No indica,No indica,6.63,1.1,3.11,2.73,,,3.88,0.71,0.22,,4.87,0.12,19.05,,2.95,1.29,0.06,,,,,CESAR,Cacao
