Secuencial,Fecha de Análisis,Departamento,Municipio,Cultivo,Estado,Tiempo de establecimiento,Topografia,Drenaje,Riego,Fertilizantes aplicados,pH agua:suelo,Materia organica,Fósforo Bray II,Azufre Fosfato monocalcico,Acidez Intercambiable,Aluminio intercambiable,Calcio intercambiable,Magnesio intercambiable,Potasio intercambiable,Sodio intercambiable,capacidad de intercambio cationico,Conductividad electrica,Hierro disponible olsen,Cobre disponible,Manganeso disponible Olsen,Zinc disponible Olsen,Boro disponible,Hierro disponible doble acido,Cobre disponible doble acido,Manganeso disponible doble acido,Zinc disponible doble  acido,_depto_norm,_cultivo_norm
217.0,5/09/2014,CÓRDOBA,CERETÉ,Maíz,Por establecer,No indica,Plano,Regular drenaje,No indica,No indica,8.21,2.156,203.8,58.52,,,8.274,3.7,1.132,0.837,13.94,3.343,41.4,8.6,20.0,1.4,0.471,,,,,CORDOBA,Maíz
218.0,5/09/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.09,2.621,10.88,11.7,,,12.28,5.859,0.444,0.087,18.67,0.292,108.0,8.0,2.4,1.0,0.246,,,,,CORDOBA,
219.0,5/09/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.34,2.575,11.18,10.44,,,6.442,5.878,0.25,0.14,12.71,0.275,87.69,6.6,2.1,1.3,0.287,,,,,CORDOBA,
220.0,5/09/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.01,2.621,12.85,58.52,,,8.498,7.216,0.428,0.272,16.41,0.797,98.5,8.299,2.4,2.3,0.287,,,,,CORDOBA,
221.0,5/09/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.32,2.389,12.58,12.78,,,8.686,5.797,0.342,0.097,14.92,0.302,93.6,7.1,2.6,1.5,0.328,,,,,CORDOBA,
222.0,5/09/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.26,2.528,10.48,15.66,,,13.1,5.674,0.46,0.108,19.34,0.305,101.0,7.7,2.3,1.4,0.307,,,,,CORDOBA,
223.0,5/09/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.33,2.249,13.43,23.05,,,7.113,5.057,0.345,0.13,12.64,0.439,90.19,7.3,2.6,1.3,0.328,,,,,CORDOBA,
224.0,5/09/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.87,2.342,26.85,47.71,,,8.573,6.476,0.518,0.288,15.85,0.669,49.9,6.8,1.9,1.2,0.595,,,,,CORDOBA,
225.0,5/09/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.13,2.296,13.3,81.94,,,9.734,8.635,0.486,0.342,19.19,1.605,61.0,6.899,2.3,1.0,0.307,,,,,CORDOBA,
227.0,5/09/2014,MAGDALENA,ZONA BANANERA,Aguacate,Establecido,De 1 a 5 años,Pendiente,Buen drenaje,No Tiene,Ninguno,6.81,0.946,14.03,2.695,,,4.08,0.986,,0.081,5.229,0.161,29.2,3.3,1.6,0.8,0.164,,,,,MAGDALENA,
232.0,5/09/2014,MAGDALENA,ZONA BANANERA,Aguacate,Establecido,Mas de 10 años,Pendiente,Buen drenaje,No Tiene,Ninguno,5.82,1.691,3.753,2.515,,,5.99,1.48,0.111,0.021,7.604,0.108,59.0,3.0,3.9,0.7,0.184,,,,,MAGDALENA,
233.0,5/09/2014,MAGDALENA,ZONA BANANERA,Aguacate,Establecido,De 5 a 10 años,Pendiente,Buen drenaje,No Tiene,Ninguno,4.5,1.97,5.017,4.857,4.703,4.082,0.555,0.195,0.121,0.016,5.591,0.111,89.1,1.7,4.4,0.8,0.205,,,,,MAGDALENA,
235.0,5/09/2014,MAGDALENA,ZONA BANANERA,Aguacate,Establecido,De 5 a 10 años,Pendiente,Buen drenaje,No Tiene,Ninguno,5.77,1.83,1.802,1.975,,,8.161,2.097,0.096,0.157,10.51,0.151,70.8,3.2,3.8,0.7,0.164,,,,,MAGDALENA,
236.0,5/09/2014,MAGDALENA,ZONA BANANERA,Aguacate,Establecido,Mas de 10 años,Pendiente,Buen drenaje,No Tiene,Ninguno,5.54,2.807,22.81,5.218,,,6.851,2.343,0.249,0.021,9.466,1.393,90.0,4.6,11.89,2.1,0.184,,,,,MAGDALENA,
242.0,5/09/2014,MAGDALENA,ZONA BANANERA,Aguacate,Establecido,Mas de 10 años,Pendiente,Buen drenaje,No Tiene,Ninguno,6.74,1.504,13.68,2.695,,,8.686,1.912,0.134,0.021,10.75,0.262,42.1,3.8,3.599,1.5,0.164,,,,,MAGDALENA,
289.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Gmelina Arborea,No indica,No indica,No indica,No indica,No indica,No indica,5.27,0.588,1.287,1.33,0.263,0.22,1.223,1.007,,0.059,2.585,0.073,32.5,2.1,4.5,0.6,0.064,,,,,CESAR,
290.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Ceiba,No indica,No indica,No indica,No indica,No indica,No indica,6.09,1.511,90.15,5.327,,,8.274,2.898,0.364,0.097,11.63,0.272,74.09,5.0,5.6,1.4,0.064,,,,,CESAR,
291.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Teca,No indica,No indica,No indica,No indica,No indica,No indica,6.32,1.28,60.52,7.633,,,7.787,2.837,0.447,0.108,11.18,0.441,41.4,3.1,3.1,0.899,0.174,,,,,CESAR,
292.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Eucalipto,No indica,No indica,No indica,No indica,No indica,No indica,5.4,1.188,33.72,76.6,0.162,0.09,4.155,1.85,0.256,0.163,6.587,8.71,94.5,2.8,10.0,2.3,0.174,,,,,CESAR,
293.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Roble,No indica,No indica,No indica,No indica,No indica,No indica,6.3,1.234,120.5,2.867,,,7.263,2.59,0.441,0.087,10.38,0.287,60.9,4.6,7.1,1.3,0.174,,,,,CESAR,
295.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Eucalipto,No indica,No indica,No indica,No indica,No indica,No indica,6.57,1.418,288.1,1.791,,,5.615,1.264,0.742,0.087,7.709,0.181,45.7,3.1,3.1,2.3,0.193,,,,,CESAR,
296.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Teca,No indica,No indica,No indica,No indica,No indica,No indica,5.5,0.957,33.83,2.252,,,2.87,1.213,0.176,0.032,4.292,0.239,41.0,2.4,2.8,2.6,0.082,,,,,CESAR,
297.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Gmelina Arborea,No indica,No indica,No indica,No indica,No indica,No indica,6.15,0.911,1.497,1.483,,,5.765,1.696,0.105,0.087,7.654,0.123,36.5,2.5,2.2,0.7,0.248,,,,,CESAR,
298.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Acacia,No indica,No indica,No indica,No indica,No indica,No indica,4.63,0.819,2.143,1.791,0.729,0.612,0.193,0.082,,0.043,1.096,0.093,278.0,1.6,0.899,0.6,0.064,,,,,CESAR,
299.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Eucalipto,No indica,No indica,No indica,No indica,No indica,No indica,5.39,0.819,2.514,1.022,0.05,0.0,2.327,0.688,0.256,0.048,3.371,0.08,64.59,3.1,6.0,0.899,0.064,,,,,CESAR,
301.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Eucalipto,No indica,No indica,No indica,No indica,No indica,No indica,4.809,0.726,1.529,1.791,0.516,0.431,0.992,0.791,0.223,0.054,2.578,0.065,53.7,2.4,8.5,0.6,0.064,,,,,CESAR,
302.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Gmelina Arborea,No indica,No indica,No indica,No indica,No indica,No indica,5.75,3.125,2.401,2.56,,,15.12,5.181,0.313,0.141,20.76,0.277,27.5,2.1,4.5,1.4,0.119,,,,,CESAR,
307.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Teca,No indica,No indica,No indica,No indica,No indica,No indica,5.7,0.542,1.836,1.791,,,1.491,0.606,,0.038,2.203,0.095,31.0,1.9,4.8,1.6,0.064,,,,,CESAR,
309.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Gmelina Arborea,No indica,No indica,No indica,No indica,No indica,No indica,6.41,2.064,11.65,11.47,,,10.82,7.401,0.496,0.163,18.88,0.219,20.0,2.6,1.6,6.4,0.064,,,,,CESAR,
310.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Teca,No indica,No indica,No indica,No indica,No indica,No indica,6.41,2.664,22.48,3.79,,,13.7,6.291,0.476,0.429,20.9,0.237,32.7,1.7,1.4,2.5,0.395,,,,,CESAR,
319.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Eucalipto,No indica,No indica,No indica,No indica,No indica,No indica,6.53,0.634,8.168,3.482,,,2.121,0.914,0.105,0.598,3.74,0.345,29.4,2.5,15.6,1.3,0.064,,,,,CESAR,
326.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Ceiba,No indica,No indica,No indica,No indica,No indica,No indica,6.28,2.295,30.68,2.867,,,14.3,4.317,0.367,0.163,19.15,0.166,26.6,2.0,1.5,2.2,0.376,,,,,CESAR,
328.0,29/08/2014,CESAR,AGUSTÍN CODAZZI,Gmelina Arborea,No indica,No indica,No indica,No indica,No indica,No indica,5.41,0.726,4.744,2.713,0.131,0.0,2.302,0.483,,0.038,3.0,0.161,69.5,3.2,5.899,3.599,0.075,,,,,CESAR,
330.0,5/09/2014,CÓRDOBA,CERETÉ,Arroz,Por establecer,No indica,Ondulado,Mal drenaje,No indica,No indica,6.72,2.109,15.66,62.12,,,9.172,6.969,0.396,0.5,17.03,1.095,39.2,6.3,1.2,0.6,0.348,,,,,CORDOBA,Arroz
390.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.29,3.104,10.64,8.236,,,9.659,5.982,0.598,0.076,16.31,0.171,123.0,6.6,1.5,1.3,0.445,,,,,CORDOBA,
391.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.61,3.391,15.38,9.996,,,9.996,7.278,0.607,0.097,17.98,0.27,62.59,5.099,0.7,1.1,0.583,,,,,CORDOBA,
393.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.62,4.079,8.619,6.868,,,10.67,7.463,0.48,0.087,18.7,0.217,55.8,4.9,1.1,1.3,0.537,,,,,CORDOBA,
394.0,1/08/2014,CÓRDOBA,SAN PELAYO,Algodón,Establecido,De 1 a 5 años,No indica,Buen drenaje,No Tiene,No indica,6.2,2.989,8.958,5.695,,,10.4,5.736,0.48,0.092,16.71,0.169,83.2,7.9,7.0,1.6,0.376,,,,,CORDOBA,Algodón
461.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.3,3.161,12.0,5.695,,,10.1,6.106,0.524,0.076,16.81,0.27,87.1,6.4,1.1,1.2,0.514,,,,,CORDOBA,
506.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.41,3.735,12.0,6.477,,,10.59,6.229,0.777,0.07,17.67,0.265,81.3,5.3,1.4,1.0,0.514,,,,,CORDOBA,
507.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.42,3.448,9.465,8.432,,,8.648,5.982,0.406,0.048,15.08,0.272,91.0,4.3,1.5,1.1,0.468,,,,,CORDOBA,
522.0,8/08/2014,CESAR,AGUSTÍN CODAZZI,Patilla,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Goteo,No indica,5.39,2.683,50.5,3.511,0.039,0.0,5.316,1.233,0.105,0.021,6.717,0.398,480.9,1.9,6.2,2.0,0.196,,,,,CESAR,
574.0,8/08/2014,LA GUAJIRA,DISTRACCIÓN,Melón,Por establecer,De 0 a 1 año,Plano,Buen drenaje,Goteo,No indica,6.89,2.052,1.987,9.627,,,5.016,1.418,0.252,0.538,7.226,0.454,39.5,2.1,2.8,0.5,0.271,,,,,LA GUAJIRA,
597.0,6/08/2014,CESAR,AGUSTÍN CODAZZI,Algodón,Por establecer,No indica,Plano,Regular drenaje,No indica,No indica,7.56,3.084,135.1,3.358,,,1.447,0.925,0.412,0.048,2.834,0.424,48.4,4.6,2.5,1.799,0.497,,,,,CESAR,Algodón
601.0,6/08/2014,CESAR,AGUSTÍN CODAZZI,Algodón,Por establecer,No indica,Plano,Buen drenaje,No indica,No indica,5.52,1.077,3.17,4.275,,,2.346,0.709,0.176,0.027,3.258,0.098,176.0,4.0,12.8,2.2,0.139,,,,,CESAR,Algodón
603.0,6/08/2014,CESAR,AGUACHICA,Pasto Brachiaria,Establecido,De 1 a 5 años,Plano,Regular drenaje,No Tiene,No indica,6.79,0.962,2.325,1.982,,,2.577,0.4,0.105,0.032,3.116,0.151,46.9,1.9,1.7,0.8,0.215,,,,,CESAR,
604.0,6/08/2014,CESAR,AGUACHICA,Pasto Colosuana,Establecido,De 1 a 5 años,Plano,Regular drenaje,No Tiene,No indica,6.34,0.618,4.184,1.37,,,2.096,0.349,,0.027,2.55,0.09,57.19,2.9,2.5,1.5,0.215,,,,,CESAR,
605.0,6/08/2014,CESAR,AGUACHICA,Pasto Brachiaria,Establecido,De 1 a 5 años,Plano,Regular drenaje,No Tiene,No indica,6.04,1.249,4.691,2.593,,,2.639,0.452,0.15,0.021,3.263,0.08,120.0,3.0,5.3,1.7,0.234,,,,,CESAR,
614.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.36,2.587,13.35,11.95,,,9.921,7.216,0.303,0.152,17.59,0.275,75.4,5.699,1.1,0.899,0.422,,,,,CORDOBA,
615.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.18,3.792,13.52,14.68,,,10.29,7.216,0.367,0.125,18.0,0.401,76.59,5.8,1.3,1.0,0.445,,,,,CORDOBA,
616.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.61,3.046,18.08,6.477,,,9.809,6.353,0.576,0.076,16.81,0.265,71.3,5.4,1.3,1.0,0.33,,,,,CORDOBA,
617.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.38,3.104,8.958,17.62,,,11.3,8.018,0.524,0.163,20.01,0.34,65.5,6.1,0.8,1.3,0.422,,,,,CORDOBA,
618.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.27,3.391,22.82,18.01,,,9.884,6.661,0.723,0.125,17.39,0.414,100.1,6.7,1.3,1.6,0.284,,,,,CORDOBA,
619.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.47,3.104,11.66,38.25,,,8.835,6.784,0.524,0.206,16.35,0.651,70.59,5.2,0.8,0.899,0.56,,,,,CORDOBA,
620.0,5/08/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,No indica,6.48,3.62,38.37,12.92,,,10.48,6.538,0.652,0.125,17.79,0.457,79.9,5.099,1.6,1.1,0.56,,,,,CORDOBA,
668.0,6/08/2014,CESAR,AGUSTÍN CODAZZI,Pastos,Por establecer,No indica,Plano,Buen drenaje,No indica,No indica,5.81,2.797,81.09,11.3,,,6.439,1.418,0.419,0.021,8.299,0.469,199.0,6.2,3.9,2.0,0.252,,,,,CESAR,
676.0,6/08/2014,CESAR,AGUSTÍN CODAZZI,Pastos,Por establecer,No indica,Plano,Buen drenaje,No indica,No indica,5.76,2.969,96.31,6.569,,,8.049,1.727,0.611,0.032,10.42,0.81,325.0,8.8,7.0,4.0,0.234,,,,,CESAR,
684.0,1/10/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.42,2.795,14.56,15.25,,,8.461,11.53,0.531,0.108,20.63,0.217,79.7,7.8,1.799,2.0,0.367,,,,,CORDOBA,
685.0,1/10/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.31,2.703,13.68,10.16,,,8.648,11.19,0.556,0.097,20.49,0.181,155.0,9.6,2.2,1.5,0.345,,,,,CORDOBA,
686.0,1/10/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.49,2.656,19.34,8.066,,,10.03,10.96,0.668,0.092,21.76,0.209,81.8,8.1,1.9,1.9,0.41,,,,,CORDOBA,
687.0,1/10/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.48,3.21,33.49,9.468,,,8.985,9.951,0.569,0.097,19.6,0.237,77.2,8.1,2.1,2.4,0.345,,,,,CORDOBA,
688.0,1/10/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.13,2.564,11.18,15.6,,,8.311,9.385,0.544,0.103,18.34,0.275,15.4,8.5,3.1,1.9,0.302,,,,,CORDOBA,
692.0,1/10/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.11,1.964,14.62,11.57,,,7.899,11.19,0.46,0.114,19.66,0.249,103.1,9.6,2.4,1.2,0.151,,,,,CORDOBA,
693.0,1/10/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.0,2.241,12.91,9.468,,,8.76,12.43,0.652,0.108,21.96,0.204,194.0,10.6,1.6,2.1,0.28,,,,,CORDOBA,
694.0,1/10/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.1,2.564,14.51,22.8,,,8.236,11.53,0.454,0.152,20.37,0.353,101.4,8.199,2.8,2.0,0.388,,,,,CORDOBA,
695.0,1/10/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.15,2.102,9.766,7.891,,,8.536,12.32,0.473,0.114,21.44,0.201,94.5,7.8,1.6,2.1,0.474,,,,,CORDOBA,
696.0,1/10/2014,CÓRDOBA,CERETÉ,Batata,Por establecer,No indica,Ondulado,Buen drenaje,No Tiene,NO,7.35,2.564,31.56,21.06,,,15.61,3.053,0.703,0.146,19.51,0.792,7.6,1.7,1.9,0.7,0.671,,,,,CORDOBA,
709.0,1/10/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.32,2.518,12.34,19.28,,,8.498,11.53,0.489,0.157,20.68,0.285,74.0,8.199,2.1,1.6,0.367,,,,,CORDOBA,
720.0,1/10/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.36,2.333,13.18,7.715,,,8.349,10.29,0.617,0.174,19.43,0.189,89.8,8.4,2.0,1.4,0.302,,,,,CORDOBA,
721.0,1/10/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.28,1.871,14.77,31.57,,,8.498,11.19,0.467,0.184,20.34,0.429,79.09,7.1,2.2,1.799,0.324,,,,,CORDOBA,
722.0,1/10/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.57,2.241,13.24,8.416,,,8.648,10.62,0.64,0.087,20.0,0.189,89.8,9.399,1.6,1.4,0.173,,,,,CORDOBA,
745.0,1/10/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.23,2.148,12.03,9.993,,,7.487,9.724,0.425,0.092,17.73,0.181,167.0,8.9,2.0,2.1,0.237,,,,,CORDOBA,
746.0,1/10/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.15,2.933,9.813,8.066,,,9.023,11.64,0.588,0.097,21.35,0.227,105.0,9.399,1.799,2.3,0.194,,,,,CORDOBA,
747.0,1/10/2014,CÓRDOBA,CERETÉ,Batata,Por establecer,No indica,Ondulado,Buen drenaje,No Tiene,NO,6.7,2.01,8.818,6.504,,,0.087,0.041,,0.065,0.206,0.467,14.0,2.1,1.0,0.6,0.327,,,,,CORDOBA,
748.0,1/10/2014,CÓRDOBA,CERETÉ,Batata,Por establecer,No indica,Ondulado,Buen drenaje,No Tiene,NO,6.4,2.333,5.829,11.78,,,0.062,0.061,,0.076,0.209,0.446,10.7,2.7,3.7,0.8,0.442,,,,,CORDOBA,
749.0,1/10/2014,CÓRDOBA,CERETÉ,Batata,Por establecer,No indica,Ondulado,Buen drenaje,No Tiene,NO,7.95,1.41,177.7,7.05,,,0.099,0.071,,0.087,0.271,0.272,67.8,2.3,4.4,2.3,0.27,,,,,CORDOBA,
750.0,1/10/2014,CÓRDOBA,CERETÉ,Batata,Por establecer,No indica,Ondulado,Buen drenaje,No Tiene,NO,6.94,2.472,15.83,18.51,,,16.88,8.707,0.809,0.326,26.72,0.285,21.5,7.8,5.5,2.1,0.728,,,,,CORDOBA,
751.0,1/10/2014,CÓRDOBA,CERETÉ,Batata,Por establecer,No indica,Pendiente,Buen drenaje,No Tiene,NO,6.83,1.871,22.36,16.88,,,19.09,11.3,0.739,0.304,31.44,0.358,13.79,2.1,7.199,1.1,0.594,,,,,CORDOBA,
752.0,1/10/2014,CÓRDOBA,CERETÉ,Batata,Por establecer,No indica,Ondulado,Buen drenaje,No Tiene,NO,6.74,0.809,7.481,8.324,,,11.68,9.159,0.633,0.174,21.64,0.26,26.9,2.5,2.7,0.4,0.194,,,,,CORDOBA,
754.0,1/10/2014,CÓRDOBA,CERETÉ,Batata,Por establecer,No indica,Ondulado,Buen drenaje,No Tiene,NO,6.22,19.44,501.7,616.9,,,13.7,10.17,15.36,7.659,46.89,9.342,99.6,6.6,95.0,49.0,15.37,,,,,CORDOBA,
755.0,1/10/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.16,2.98,11.26,9.643,,,8.873,11.87,0.544,0.087,21.37,0.199,89.0,8.4,2.1,1.799,0.367,,,,,CORDOBA,
756.0,1/10/2014,CÓRDOBA,CERETÉ,Gmelina Arborea,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.11,2.518,10.15,19.28,,,8.985,12.21,0.457,0.141,21.79,0.27,94.2,7.8,2.4,2.1,0.453,,,,,CORDOBA,
763.0,1/10/2014,CÓRDOBA,CERETÉ,Pachira Quinata,Establecido,De 5 a 10 años,Plano,Buen drenaje,No Tiene,NO,6.3,2.241,16.92,5.963,,,7.75,11.08,0.627,0.097,19.55,0.214,97.3,8.5,2.5,1.6,0.302,,,,,CORDOBA,
