No,Fecha de registro,departamento revisado,municipio revisado,Cultivo,Variedad o hibrido,Edad del cultivo (AÑOS),"Parte de la planta a analizar (toda la planta, parte aérea, raíz, tubérculo, tallo, hoja, flor, fruto, semilla)","Sintomatología (tamaño, color, deformación)",Fertilizantes aplicados anteriormente,"Rendimiento del cultivo (bueno, regular, malo)",Nitrógeno (N) % STD,Fósforo (P) % STD,Potasio (K) % STD,Calcio (Ca) % STD,Magnesio (Mg) % STD,Sodio (Na) % STD,Azufre (S) % STD,Hierro (Fe) mg/kg STD,Cobre (Cu) mg/kg STD,Manganeso (Mn) mg/kg STD,Zinc (Zn) mg/kg STD,Boro (B) mg/kg STD,_depto_norm,_cultivo_norm
126,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,4MESES,HOJAS,SANA,NINGUNO,BUENO,2.92,0.21,1.78,2.75,0.82,,0.23,105.06,6.68,469.22,11.6,14.48,ATLANTICO,Plátano
127,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,FRIJOL,CAUPI,6 MESES,HOJAS,SANA,NINGUNO,BUENO,4.13,0.47,0.89,5.44,0.66,,0.28,167.84,5.4,556.84,57.81,66.85,ATLANTICO,Frijol
128,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,3 MESES,HOJAS,SANA,NINGUNO,BUENO,3.2,0.26,2.2,2.43,0.65,,0.27,110.49,6.39,387.83,12.75,14.3,ATLANTICO,Plátano
129,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,YUCA,CHIROZA,4 MESES,HOJAS,SANA,NINGUNO,BUENO,3.95,0.34,1.37,1.37,0.44,,0.28,109.81,6.85,219.76,113.14,90.71,ATLANTICO,Yuca
130,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,FRIJOL,CAUPI,3 MESES,HOJAS,SANA,NINGUNO,BUENO,4.63,0.35,1.2,3.11,0.74,,0.31,145.45,8.46,508.22,76.75,53.71,ATLANTICO,Frijol
131,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,FRIJOL,CAUPI,4 MESES,HOJAS,SANA,NINGUNO,BUENO,4.22,0.48,1.08,5.06,0.76,0.03,0.29,261.54,6.66,417.38,59.95,40.05,ATLANTICO,Frijol
132,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,YUCA,CHIROZA,4MESES,HOJAS,SANA,NINGUNO,BUENO,4.77,0.3,1.06,0.88,0.48,,0.35,100.89,7.83,175.25,86.15,40.4,ATLANTICO,Yuca
133,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,4 MESES,HOJAS,SANA,NINGUNO,BUENO,2.64,0.19,1.92,1.91,0.55,,0.23,131.71,6.09,995.39,14.0,15.18,ATLANTICO,Plátano
134,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,3 MESES,HOJAS,SANA,NINGUNO,BUENO,2.72,0.34,2.6,2.13,0.51,,0.31,139.5,5.29,457.09,13.73,14.48,ATLANTICO,Plátano
135,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,4 MESES,HOJAS,SANA,NINGUNO,BUENO,2.82,0.2,2.22,2.23,0.7,,0.26,107.54,6.46,745.53,10.81,14.13,ATLANTICO,Plátano
136,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,FRIJOL,CAUPI,4 MESES,HOJAS,SANA,NINGUNO,BUENO,4.18,0.47,0.91,4.75,0.71,,0.29,200.81,4.81,463.48,53.22,77.89,ATLANTICO,Frijol
137,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,5 MESES,HOJAS,SANA,NINGUNO,BUENO,2.52,0.28,1.64,1.9,0.71,,0.23,129.4,5.67,644.62,12.86,16.76,ATLANTICO,Plátano
138,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,FRIJOL,CAUPI,4MESES,HOJAS,SANA,NINGUNO,BUENO,5.34,0.39,2.06,3.91,0.55,,0.34,140.78,7.93,191.74,34.28,60.55,ATLANTICO,Frijol
139,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,6 MESES,HOJAS,SANA,NINGUNO,BUENO,2.77,0.2,1.4,2.18,0.66,,0.23,107.07,3.32,831.69,12.82,13.08,ATLANTICO,Plátano
140,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,FRIJOL,CAUPI,3 MESES,HOJAS,SANA,NINGUNO,BUENO,5.11,0.44,2.16,3.87,0.45,0.03,0.38,141.29,7.75,199.54,40.18,67.03,ATLANTICO,Frijol
141,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,FRIJOL,CAUPI,4 MESES,HOJAS,SANA,NINGUNO,BUENO,3.85,0.57,0.81,5.98,0.77,0.04,0.29,195.03,6.15,544.82,75.9,54.24,ATLANTICO,Frijol
142,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,YUCA,CHIROZA,3 MESES,HOJAS,SANA,NINGUNO,BUENO,4.84,0.4,1.23,0.67,0.33,,0.34,83.43,6.52,108.99,88.38,26.74,ATLANTICO,Yuca
143,2023 Feb 13 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,YUCA,CHIROZA,4 MESES,HOJAS,SANA,NINGUNO,BUENO,4.72,0.36,1.13,0.82,0.46,,0.36,85.86,7.09,148.18,83.84,36.72,ATLANTICO,Yuca
144,2023 Feb 13 12:00:00 AM,ATLÁNTICO,PONEDERA,PLÁTANO,VARIEDAD,4 MESES Y MEDIO,HOJAS,SANA,NINGUNO,BUENO,3.18,0.14,2.13,1.21,0.51,,0.29,117.61,5.82,565.05,13.25,12.49,ATLANTICO,Plátano
145,2023 Feb 13 12:00:00 AM,ATLÁNTICO,PONEDERA,YUCA,VARIEDAD,4 MESES Y MEDIO,HOJAS,SANA,NINGUNO,BUENO,4.77,0.34,1.33,0.73,0.35,,0.27,130.7,6.23,199.54,110.93,118.55,ATLANTICO,Yuca
146,2023 Feb 13 12:00:00 AM,ATLÁNTICO,PONEDERA,PLÁTANO,VARIEDAD,4 MESES Y MEDIO,HOJAS,SANA,NINGUNO,BUENO,3.2,0.21,4.33,1.28,0.43,,0.23,230.54,4.28,129.94,17.62,24.36,ATLANTICO,Plátano
147,2023 Feb 13 12:00:00 AM,ATLÁNTICO,PONEDERA,PLÁTANO,VARIEDAD,4 MESES Y MEDIO,HOJAS,SANA,NINGUNO,BUENO,3.84,0.3,4.64,0.89,0.6,,0.31,135.72,6.33,625.18,14.8,34.15,ATLANTICO,Plátano
164,2023 Feb 15 12:00:00 AM,ATLÁNTICO,LURUACO,PLÁTANO,DOMINICO,38 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,2.7,0.21,2.12,0.9,0.36,,0.25,273.29,6.99,177.49,18.95,25.84,ATLANTICO,Plátano
165,2023 Feb 15 12:00:00 AM,ATLÁNTICO,LURUACO,MAÍZ,V 109,60 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,2.12,0.5,1.75,0.49,0.37,0.05,0.21,89.41,6.05,19.27,34.75,31.45,ATLANTICO,Maíz
166,2023 Feb 15 12:00:00 AM,ATLÁNTICO,LURUACO,PLÁTANO,DOMINICO,15 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,2.35,0.38,3.22,0.91,0.35,,0.23,80.72,6.57,184.33,18.13,41.48,ATLANTICO,Plátano
167,2023 Feb 15 12:00:00 AM,ATLÁNTICO,LURUACO,PLÁTANO,HARTON,40 DÍAS / 72 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,2.73,0.24,3.53,1.22,0.37,,0.28,95.8,8.71,72.83,14.99,22.27,ATLANTICO,Plátano
168,2023 Feb 15 12:00:00 AM,ATLÁNTICO,MANATÍ,YUCA,CHIROZA,4 MESES,HOJAS,VERDE,NO APLICA,BUENO,5.03,0.36,1.46,1.0,0.44,0.05,0.4,98.65,7.74,77.36,132.97,72.09,ATLANTICO,Yuca
169,2023 Feb 15 12:00:00 AM,ATLÁNTICO,MANATÍ,PLÁTANO,HARTON,4 MESES,HOJAS,VERDE,NO APLICA,BUENO,2.51,0.24,2.62,0.93,0.65,,0.23,90.81,5.2,760.35,16.18,53.39,ATLANTICO,Plátano
170,2023 Feb 15 12:00:00 AM,ATLÁNTICO,MANATÍ,PLÁTANO,NO INDICA,4 MESES,HOJAS,VERDE,NO APLICA,BUENO,2.68,0.2,2.07,1.3,0.49,,0.21,123.19,5.42,423.1,13.9,25.84,ATLANTICO,Plátano
171,2023 Feb 15 12:00:00 AM,ATLÁNTICO,MANATÍ,YUCA,CHIROZA,4 MESES,HOJAS,VERDE,NO APLICA,BUENO,4.17,0.34,1.08,1.62,0.5,0.05,0.38,87.69,4.43,59.91,133.35,77.87,ATLANTICO,Yuca
172,2023 Feb 15 12:00:00 AM,ATLÁNTICO,MANATÍ,MAÍZ,V 109,1 MES,HOJAS,VERDE,NO APLICA,BUENO,2.35,0.19,2.23,0.42,0.17,,0.15,184.01,6.97,66.07,32.02,15.47,ATLANTICO,Maíz
173,2023 Feb 15 12:00:00 AM,ATLÁNTICO,MANATÍ,PLÁTANO,HARTON,5 MESES,HOJAS,VERDE,"MICORRISAS ,LOMBRICOMPOST",BUENO,2.23,0.25,2.8,0.66,0.36,,0.3,93.9,3.51,432.61,9.49,32.81,ATLANTICO,Plátano
174,2023 Feb 15 12:00:00 AM,ATLÁNTICO,MANATÍ,PLÁTANO,HARTON,4 MESES,HOJAS,VERDE,NO APLICA,BUENO,2.43,0.32,3.49,0.68,0.36,,0.24,80.56,5.63,159.53,12.54,30.94,ATLANTICO,Plátano
175,2023 Feb 15 12:00:00 AM,ATLÁNTICO,MANATÍ,YUCA,CHIROZA,4 MESES,HOJAS,VERDE,NO APLICA,BUENO,4.7,0.37,1.22,1.06,0.48,0.04,0.33,98.77,7.19,243.19,154.33,55.43,ATLANTICO,Yuca
176,2023 Feb 15 12:00:00 AM,ATLÁNTICO,PONEDERA,PLÁTANO,VARIEDAD,4 MESES Y MEDIO,HOJAS,SANA,NINGUNO,BUENO,2.98,0.14,2.1,0.92,0.37,,0.26,136.8,5.5,587.56,13.39,19.21,ATLANTICO,Plátano
177,2023 Feb 15 12:00:00 AM,ATLÁNTICO,PONEDERA,YUCA,VARIEDAD,4 MESES Y MEDIO,HOJAS,SANA,NINGUNO,BUENO,4.68,0.33,1.27,0.94,0.39,,0.28,150.19,5.82,111.15,100.86,137.2,ATLANTICO,Yuca
178,2023 Feb 15 12:00:00 AM,ATLÁNTICO,PONEDERA,PLÁTANO,VARIEDAD,4 MESES Y MEDIO,HOJAS,SANA,NINGUNO,BUENO,3.36,0.24,3.19,1.52,0.58,,0.23,190.31,3.93,182.83,14.69,42.67,ATLANTICO,Plátano
179,2023 Feb 15 12:00:00 AM,ATLÁNTICO,PONEDERA,PLÁTANO,VARIEDAD,4 MESES Y MEDIO,HOJAS,SANA,NINGUNO,BUENO,2.99,0.37,3.97,1.17,0.56,,0.24,196.24,4.95,370.08,13.53,63.25,ATLANTICO,Plátano
180,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,FRIJOL,CAUPI,5 MESES,HOJAS,SANA,NINGUNO,BUENO,4.11,0.33,2.49,3.84,0.38,0.03,0.28,133.73,7.82,239.36,38.86,74.13,ATLANTICO,Frijol
181,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,FRIJOL,CAUPI,4 MESES,HOJAS,SANA,NINGUNO,BUENO,4.44,0.31,2.19,3.59,0.38,0.04,0.27,112.17,8.17,237.26,40.06,35.53,ATLANTICO,Frijol
182,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,6 MESES,HOJAS,SANA,NINGUNO,BUENO,2.94,0.31,3.08,1.87,0.63,0.04,0.26,98.69,5.31,497.72,14.01,17.68,ATLANTICO,Plátano
183,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,YUCA,CHIROZA,4 MESES,HOJAS,SANA,NINGUNO,BUENO,4.62,0.51,1.08,1.59,0.4,0.05,0.31,94.01,14.51,251.67,97.66,37.91,ATLANTICO,Yuca
184,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,4 MESES,HOJAS,SANA,NINGUNO,BUENO,3.2,0.17,1.28,2.2,0.55,,0.24,78.92,7.63,345.22,11.0,14.62,ATLANTICO,Plátano
185,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,5 MESES,HOJAS,SANA,NINGUNO,BUENO,3.28,0.17,2.06,1.66,0.63,,0.27,82.93,6.54,405.88,9.82,15.64,ATLANTICO,Plátano
186,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,YUCA,CHIROZA,4MESES,HOJAS,SANA,NINGUNO,BUENO,4.74,0.47,1.07,1.4,0.42,0.04,0.31,88.24,9.13,267.64,95.15,37.74,ATLANTICO,Yuca
187,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,NO INDICA,4 MESES,HOJAS,SANA,NINGUNO,BUENO,2.42,0.17,0.7,1.89,0.84,0.03,0.27,87.89,4.88,487.44,10.75,15.81,ATLANTICO,Plátano
188,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,FRIJOL,CAUPI,6 MESES,HOJAS,SANA,NINGUNO,BUENO,4.19,0.34,1.34,3.99,0.49,0.03,0.26,127.19,7.27,319.72,44.54,66.31,ATLANTICO,Frijol
189,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,3 MESES,HOJAS,SANA,NINGUNO,BUENO,2.84,0.23,2.02,2.92,0.71,,0.22,91.31,5.49,694.17,10.82,15.3,ATLANTICO,Plátano
190,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,4 MESES,HOJAS,SANA,NINGUNO,BUENO,2.43,0.19,1.51,2.35,0.75,,0.22,104.16,4.83,536.53,11.94,16.66,ATLANTICO,Plátano
191,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,FRIJOL,CAUPI,3 MESES,HOJAS,SANA,NINGUNO,BUENO,4.34,0.29,1.23,3.58,0.45,0.03,0.27,138.73,7.38,232.1,46.82,69.88,ATLANTICO,Frijol
192,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,FRIJOL,CAUPI,4 MESES,HOJAS,SANA,NINGUNO,BUENO,4.29,0.37,2.15,4.1,0.42,0.03,0.32,124.67,9.23,232.35,38.77,84.33,ATLANTICO,Frijol
193,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,4MESES,HOJAS,SANA,NINGUNO,BUENO,3.02,0.19,2.09,2.16,0.82,,0.22,85.54,6.79,517.12,10.49,16.49,ATLANTICO,Plátano
194,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,YUCA,CHIROZA,4 MESES,HOJAS,SANA,NINGUNO,BUENO,5.02,0.43,1.12,1.04,0.37,0.03,0.29,107.48,6.62,155.3,84.41,32.13,ATLANTICO,Yuca
195,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,3 MESES,HOJAS,SANA,NINGUNO,BUENO,2.34,0.34,2.87,1.77,0.61,0.04,0.22,118.4,4.41,664.97,14.62,17.85,ATLANTICO,Plátano
196,2023 Feb 15 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,PLÁTANO,HARTON,4 MESES,HOJAS,SANA,NINGUNO,BUENO,2.62,0.3,2.63,2.3,0.54,,0.25,98.43,5.46,657.25,10.6,15.81,ATLANTICO,Plátano
197,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,PLÁTANO,HARTON,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,2.55,0.29,2.96,2.11,0.85,,0.18,157.02,4.4,215.63,13.05,34.68,ATLANTICO,Plátano
198,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,PLÁTANO,HARTON,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,2.8,0.25,2.9,1.47,0.62,0.05,0.21,100.06,4.66,929.05,12.54,24.48,ATLANTICO,Plátano
199,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,PLÁTANO,HARTON,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,2.18,0.18,2.32,1.85,0.67,,0.25,135.47,3.9,533.59,10.26,21.08,ATLANTICO,Plátano
200,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,PLÁTANO,HARTON,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,1.94,0.17,2.27,1.68,0.5,,0.45,268.57,3.92,806.1,11.96,18.87,ATLANTICO,Plátano
201,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,YUCA,CHIROZA,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,5.33,0.32,1.2,0.85,0.46,0.03,0.38,95.7,7.65,115.36,77.57,46.41,ATLANTICO,Yuca
202,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,PLÁTANO,HARTON,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,3.02,0.2,2.62,1.77,0.73,0.13,0.23,70.09,3.81,336.44,13.53,32.64,ATLANTICO,Plátano
203,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,YUCA,CHIROZA,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,5.65,0.35,1.21,1.2,0.49,0.05,0.37,178.41,8.06,123.45,55.62,53.05,ATLANTICO,Yuca
204,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,PLÁTANO,HARTON,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,2.6,0.2,2.17,2.41,0.78,0.09,0.2,252.08,3.07,584.26,14.77,22.27,ATLANTICO,Plátano
205,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,YUCA,CHIROZA,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,4.22,0.25,0.94,0.57,0.39,,0.26,87.67,5.82,88.0,48.89,43.35,ATLANTICO,Yuca
206,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,PLÁTANO,HARTON,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,1.87,0.13,1.88,2.12,0.68,0.03,0.16,94.62,3.25,562.28,11.14,21.93,ATLANTICO,Plátano
207,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,PLÁTANO,HARTON,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,1.9,0.22,2.48,1.25,0.44,,0.23,115.04,3.68,1039.82,10.71,16.49,ATLANTICO,Plátano
208,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,YUCA,CHIROZA,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,3.93,0.2,0.68,0.91,0.4,0.03,0.24,133.34,4.94,194.28,63.61,62.57,ATLANTICO,Yuca
209,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,PLÁTANO,HARTON,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,1.82,0.14,1.3,1.53,0.45,0.03,0.16,123.22,3.38,653.8,11.84,20.23,ATLANTICO,Plátano
210,2023 Feb 16 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,PLÁTANO,HARTON,135 DÍAS,HOJAS,VERDE,NINGUNO,NO INDICA,2.68,0.17,1.69,1.81,0.61,,0.21,126.3,4.5,713.25,12.05,21.59,ATLANTICO,Plátano
246,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.53,0.13,1.99,0.09,0.11,,0.03,13.75,2.85,14.3,9.13,13.17,MAGDALENA,Banano
247,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.54,0.13,2.01,0.1,0.11,,0.03,16.3,2.69,21.16,9.83,13.34,MAGDALENA,Banano
248,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.55,0.13,1.84,0.07,0.1,,0.03,15.46,2.78,16.54,8.91,13.68,MAGDALENA,Banano
249,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.55,0.12,1.97,0.09,0.09,,0.03,14.14,2.57,15.31,10.47,12.48,MAGDALENA,Banano
250,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.53,0.12,1.64,0.07,0.09,,0.03,18.0,2.84,18.96,8.39,11.97,MAGDALENA,Banano
251,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.57,0.14,1.86,0.08,0.11,,0.03,13.98,2.72,18.55,9.03,12.31,MAGDALENA,Banano
252,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.52,0.17,2.38,0.13,0.15,,0.04,16.63,3.01,15.91,9.91,14.03,MAGDALENA,Banano
253,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.54,0.1,1.7,0.09,0.09,,0.02,17.59,1.88,32.37,7.91,11.8,MAGDALENA,Banano
254,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.69,0.1,1.96,0.08,0.09,,0.03,16.78,1.66,23.99,7.53,9.23,MAGDALENA,Banano
255,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.61,0.11,2.01,0.09,0.09,,0.03,23.42,2.19,34.34,9.03,14.54,MAGDALENA,Banano
256,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.62,0.09,1.72,0.08,0.1,,0.03,17.83,1.87,23.45,7.55,9.4,MAGDALENA,Banano
257,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.59,0.1,1.89,0.09,0.1,,0.03,18.76,1.72,34.77,7.26,11.97,MAGDALENA,Banano
258,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.62,0.1,1.88,0.09,0.08,,0.03,18.54,1.84,29.51,8.59,10.77,MAGDALENA,Banano
259,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.59,0.11,1.96,0.08,0.1,,0.03,21.18,1.84,24.5,8.67,11.11,MAGDALENA,Banano
260,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.57,0.17,2.06,0.08,0.13,,0.03,18.23,3.29,14.84,8.74,12.83,MAGDALENA,Banano
261,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.57,0.14,1.82,0.08,0.12,,0.03,20.49,2.67,16.88,7.6,11.63,MAGDALENA,Banano
262,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.58,0.15,1.81,0.09,0.12,,0.03,16.31,3.47,19.65,9.33,11.11,MAGDALENA,Banano
263,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.55,0.14,1.74,0.08,0.11,,0.03,24.78,2.55,13.14,7.4,11.45,MAGDALENA,Banano
264,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.58,0.15,1.95,0.09,0.12,,0.03,19.48,3.14,15.35,7.88,11.8,MAGDALENA,Banano
265,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.55,0.14,1.69,0.08,0.11,,0.03,25.92,2.84,13.3,8.86,10.77,MAGDALENA,Banano
266,2023 Mar 01 12:00:00 AM,MAGDALENA,ZONA BANANERA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.58,0.15,1.87,0.09,0.12,,0.03,16.94,3.22,15.51,9.86,11.11,MAGDALENA,Banano
267,2023 Mar 01 12:00:00 AM,LA GUAJIRA,DIBULLA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.67,0.12,2.16,0.07,0.12,,0.03,29.7,2.13,11.79,9.73,10.25,LA GUAJIRA,Banano
268,2023 Mar 01 12:00:00 AM,LA GUAJIRA,DIBULLA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.77,0.11,2.09,0.07,0.12,,0.03,33.6,1.6,8.33,8.01,11.8,LA GUAJIRA,Banano
269,2023 Mar 01 12:00:00 AM,LA GUAJIRA,DIBULLA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.73,0.11,2.08,0.09,0.11,,0.04,51.4,4.63,14.49,12.39,15.4,LA GUAJIRA,Banano
270,2023 Mar 01 12:00:00 AM,LA GUAJIRA,DIBULLA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.74,0.11,1.92,0.05,0.1,,0.03,34.08,2.27,6.77,8.47,8.88,LA GUAJIRA,Banano
271,2023 Mar 01 12:00:00 AM,LA GUAJIRA,DIBULLA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.72,0.11,2.12,0.09,0.11,,0.03,29.94,3.0,14.93,10.71,14.03,LA GUAJIRA,Banano
272,2023 Mar 01 12:00:00 AM,LA GUAJIRA,DIBULLA,BANANO,NO INDICA,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.67,0.13,2.08,0.07,0.1,,0.03,35.2,3.59,9.75,11.44,11.8,LA GUAJIRA,Banano
